Category,Text
1,need to find phone # of friend in edison new jersey?
6,what should you eat when you have high blood pressure?
6,what's the best way to fight a cold?
2,may someone send me a link which explains how to use the javscript console as a debugging tool? thanks!?
1,y will any1 want to crossdress?
1,how would you change the site; www.gadgetell.com?
7,using specific examples
1,what do u think can make a search engine better than the existing ones like yahoo
5,what can u recommend as the best cd program for learning spanish?
5,z=2011+502.75+25+04 z=2542.75/7 z=?
1,why december 21
7,what is gneiss?
2,what php/mysql powered wiki software with user account management would you choose? i have a private lexicalic project for which i want to have a moderated and user-rated participation. the wikipedia software relies too much on self-healing for this kind of project. i want different levels of access  and editing/moderation rights.&#xa;&#xa;oh yeah - open source or freeware preferred.
2,where can i sell a perfectly good 'dell inspiron 5150 laptop
1,need informaton on company known as gtec? is it a real company?
1,if you were intereviewing someone for a job
4,what should i get my wife for christmas? she is mid 30's and we have been married for 12 years and have 3 kids.  she does not wear jewlery.
4,what do i do if the 2 guys i like both asked me out on the same day who should i go with?
3,how can you listen to music with out been on the yahoo messenger?
4,what does a guy 30 years old want in a relationship?
7,what's 5 plus 5?
4,what is a good wedding gift to give to your new spouce?  she is 12 years younger than me.  suggestions?
6,if a girl says i do not want sex
3,what type of muisic is better reggeton (espanish muisic) or oder?
1,should i buy a house in nyc or in new haven ct.?
1,titanic questions? how could an iceberg hit an unsinkable ship?&#xa;why did lower classes have to wait?isn't it the crews fault for not letting them go and for almost 1
6,if with in sexual contact with a person with std how many days before symptom appears?
6,what is the psychological term or disorder
1,are vuls really a good way to avoid paying taxes on income obtained in investments? i'm considering getting into a variable universal life policy
1,how do i put the fun back in my life? i just got out of a rotten abusive relationship and i want to have fun again! it feels like he drained all the fun out of me. how do i get it back?
6,what happens when you sneeze
6,is dayquil a good medicine for the flu?? and vomiting?
4,where is the best free place on the web for a 55 year old man to find true love?
2,which of the option below is not a feature of the slt idc? 1)biometric palm scanners and proximity card readers for authorized access.&#xa;2)24*7 security and surveillance camaras for monitoring of on-site security &#xa;3)gas based fire suspension system&#xa;4)unrestricted entrance to all customers &#xa;5)on-site staff fully trained in fire suppression techniques.&#xa;   you may find the answers in: www.slt.lk
7,what dose the blotted nitrocellulose membrane contain ?
3,who is the most popular entertainer in the world?
2,calling all c/c++ programmers.? i need to store an array in a file. the array length is 1000. i want the fastest disk writing method to work. i know reading a big block from the hard disk is faster because it involves only 1 seek. i seem to have 2 optons :&#xa;&#xa;option 1) for(i=1 to 1000)&#xa;              fll&lt;&lt;array[i];&#xa;&#xa;option 2) store the array contents into a single string str and then  fll&lt;&lt;str;&#xa;&#xa;where fll is the file pointer. which would be faster. i am concerened about the performance because i need to write numericaal data in a file of size around 4 gb.&#xa;&#xa;http://cs.dal.ca/~koul/
1,when is the first day of winter?
4,i wrote 3 romantic letters and heard they was nice  would you keep doing it?
2,what are some of the sofwares that could be used instead of autocad are there any other similar?
1,what's the worlds record foot size?
5,i am doing a study for bible study and i want to know how do leviathan and king triton connected? i was studying out different things and i was informed that another name for the demon leviathan is triton.  among some other similarities.  i was thinking about the obvious triton that we all know and it struck a cord with me.  it is quite similar but it is hard to find a direct tie between leviathan and king trion in one writing.  disney is disney and there aren't too many other writings on the actual history of how this character was created.
5,why is it important to separate current liabilities from long term liabilities?
2,why do schools have stupid internet locks.?
1,what is the average monthly salary in ohio/usa?
1,what is hmo? i heard it in a movie?&#xa;&#xa;madagascar to be specific???
7,what is the mass of black holes made of?
4,how old are people when they have an orgasm for the first time?
5,phone no of medical council of uttar pradesh?
1,what will happen to gm?
4,if a man cheats on you and says he won't do it again
1,hello i do not have a credit card .i would like to have a web site to sell electronics on line can i do so ?t?
5,what do you think the saying it's all downhill from here means? some say it like it's good
4,does true love really exist? if so
1,how to torture my friends?
1,which do you prefer baby phat or apple bottoms?
2,how to keep computer from restarting when playing a game.?
4,what are a few songs that put you in the mood or keep you in the mood?
5,who came first on earth a man or a woman??????? u could win money plz help!!
1,was this x-mas day better than previous?
2,best search engine? which one is the best search engine?&#xa;&#xa;* google&#xa;* yahoo&#xa;* msn&#xa;* ask jeeve
7,do you know a name of a male haitian mathematician?
7,what is a baby seal called?
1,what shape do you like to see most? you can answer square
3,tu pac or notorious b.i.g.?
2,my mpeg files do not burn on sony 52x cd writer so is with others. it's a recent problem. tell me tne cause. i have sony 52x cd writer installed and use windows 98 on pentium 3. previously it used to work properly with cds and cdrs. but suddenly it is no longer working properly. my burning processes fail as i receive frequent error messages. specially with mpg files and also with data files. i am using nero 6 bundled version and tried winon cd power edition 5
1,if you could be a teacher
1,what is the web address to look up registered sex offenders in your community or state?
6,what medication is used in treating hepatitis c infection? can one survive with hiv and hepatitis c infection without chemotherapy?
5,where is handwritingwizard/com?
1,information on genealogy on john e tozer?
3,what is the relationship between 50 cents and jarule?
2,any good linux distro  ? it should be a live cd
2,how many designers are supported by visual studio team system architect edition?
2,meta tags? is there somewhere on the web that can explain meta tags and how to put them in your header so you get more hits to your website?  we used frontpage to build the website.  can we just cut n' paste code into header?  help!
5,where on the net can i find step by step instructions on toothpick bridge building?
1,what are the names of the construction companys that andrew jack whittaker owned in west virginia?
1,i need to find a program i can use on my computer as a project board like you would use a dry erase board.?
1,what is satayhagraha and swarja?
1,what the difference between: faith and belief
1,who invented zipper (zip)?
5,what is a fibonacci number?
1,social sercurity card office lacation jaxsonville fl
1,please tell me how can i know the ecommic situation in your country. what is the income of everage people.? i want to know what is important going on in your country. especially
1,how can i get a working visa of the usa?
7,could we all become separate species..? looking at the various cultural and genetic drift that is visible on our planet today
4,my x-boyfriend and i were going out for 2 months on and off. should we get back together if he almost cheated?
7,who is the oldest person to live?
4,when love face realism 
4,i heard that new york women are more committed to a guy than a lot other women in other states
1,what are you going to do with your bonus second of 2005?
5,ivy league -- which is worse? i went to an ivy league university.  and some people would sit there debating how to answer the question if people asked where did you go to school?  and they would come up with all these ways to dodge the question -- like i went to school in state x or whatnot.  i have found that if people say i went to school in massachusetts then people just say oh
5,presidents under the articles of confederation?
5,why are wedding rings worn on the left hand?
7,can you spend all of your emotions like you can spend all of your cash?? i'm wondering if there is an emotional hangover that a person can get after a real emotionally charged experience...
1,why is there braille lettering at an atm when blind people cant drive?
1,who likes zoe girl?
1,are wolves being bread in captivity for release? and how do you sighn up for the program?
1,why are they so many haters?
2,what type of web site content should be included in a web site?
2,what is ati mobility radeon ?
6,can lung cancer spread to the breast?
4,how do i keep my new boy friend happy? how do i keep my new boy friend happy
5,are euphemisms useful in language
6,what makes your boobs grow at age 28? i am not pregnet and have not gained weight lately.
1,have you ever slept with your best friends mom?
6,what is the website for the exercise called the core with gunner? its an execise with the ball called the core and trainer name is gunner
3,what does the scar on tina fey's face come from?
5,how do you simplify fractions?
6,waht are sources of vitamin d?
2,i have been infected by spyaxe spyware/adware. how do  i remove it completely? there is this icon that blink in my tray and when clicked will bring me to a website at first
1,how do the people at camel count the camel cash you send in for prizes? seems like it would be a lot of work for a person to do
1,why did they take chat off for people under 16? how come we cant chat like we used to be able too i think that is a gay rule?
3,do you think giada de laurentiis is hot?
4,i'm inlove with a man i only meet in internet but i am married with kids and don't know what to do?
2,i lost my product code for windows me. where can i find another?
2,how to get admission in mit for masters in computer science? what are they looking forward from an applicant and with what points in a resume can win an admission there. can the following resume win an admission:&#xa;www.cs.dal.ca/~koul/
7,how to convert longitude and latitude into distance? i want to find out all the cities within 25 miles of a given point.
1,what do u know about islam?
4,what kinda girls do guys want to be their like? actually
3,who is the hottest asian model/actress of all time?
6,i want to know if theres anyone going through a similiar health problem? my mother has had migraine headaches since she was six years old every time she gets one she passes out or ends up in the hospital but they dont take away her pain. this summer she had a very severe haedache and abdominal pain but the doctors cant find any thing well we took her to the hospital because she was in alot of pain well we were waiting to be tended to but the nurse ignored us my mother passed out and was unconsesne for 2 hoursshe said she was being pulled by her dead father and brother she said that one of them wanted her to go with him and her brother wanted her to stay for her children.well when she woke up she lost all her memory she was blank she didnt kmow anything how to eat use the restroom talk she was completely blanked out she didnt recognize anybody. well today she is still recoperating even though she forgets things sometimes.if anybody has had a similiar case please email me at tootie2369@yahoo.com.
1,is paypal trustworthy?
2,i have a 2510 hp printer &amp; it skips lines every quarter of an inch.  how do you fix it?
5,what is the boiling
3,where can i find pictures of aly and aj?
6,is there any method to know that girl had done sex before?
6,what is the use of the drug primidine used for?
3,backstreet boys? are there any backstreet fans left out there?&#xa;i´ve been a fan for 8 years soon
5,how far can a duck walk into the woods? how far can a duck walk into the woods?
2,is it easy to use refil kit for prointer toner? any pros and cons? i have a laser printer at home
5,why is it said
1,why is the oldest child the most neglected?
3,does any one know when the chronicles of narnia is coming out on dvd?
6,is it possible to fight a cold at the first symptoms? how?
1,how to make-your-own cigarettes?
1,does the staff at y! answers play this game too? do u guys on the staff just have to answer some of these? seriously you gotta get a good chuckle at of em
7,whats lewis dot structure for iron?
5,name and explain ways humans made in “image and likeness of god.”?
7,what's the scariest weather situation you've experienced?
4,i have a girlfriend and she doesn't pay for anything evertime we go get food she doesn't pay wut should i do?
7,is it possible that humans could be used as batteries like in the matrix? and how?
6,whats the best to fight a cold is it sleep or medicine?
4,how do you stop arguing with your husband?
2,what's a good notebook to buy right now? i want a notebook that is good for traveling
1,what's the meaning of life?
4,where can i find free marriage records for the last 5 years?
2,what is the cheapest nvidia video card i can get that supports 1920x1200 over dvi for a 24 monitor?
7,how do a fish's gills extract oxygen?
2,how do i get rid of a rootkit on my computer? and... only if simple. thanx? i have a spycatcher installed on my computer and it shows that someone or something..ie rootkit is trying to use my computer. i have to keep saying not to allow it.
1,can you go back in time and kill yourself?
1,fisher price star station - available on ebay?
2,how do you open voice mail?
3,would it be funny if spice 1 was the leader of the spice girls?
7,is math really invented? about 2 weeks ago
2,why was i banned on google adsense program? was it because of some one clicked the ads continously?
3,two peter jackson films releaed before king kong? names two peter jackson films released before king kong
6,i have symptoms of ms my dr says i have a nerve disease. my nureo says i am depressed. why wont he believe me? i have had symptoms of ms since 2000. i have been recieving treatment for anxiety. nothing my neurologist perscribes helps. i am jittery
6,does a man get aids if he kisses a women with aids ?
1,which users have the most points? who has the most points on yahoo?  is it you?  i saw someone with over 900 points yesterday.  is there a ranked list?
2,removing a dell cd-rw?
2,how to fix 02b0 - diskette drive a error?
3,i play guitar many hours a day ; should i be concerned about damage to my wrists?
1,where can i get an xbox 360 for free? huh?
7,what is nanotechnology &amp; what is its scope?
2,what is ecc reg memory? ecc reg server
2,do you prefer short answers or long
1,how does the saying really go?  'play it by year' or 'play it by ear' ... are they both acceptable?
7,where is there a heat of formation chart that includes barium compounds and nh3? baoh&#xa;&#xa;ba(no3)2&#xa;&#xa;nh3
5,what can i do with a 4 year degree in social work? what can i do with a 4 year degree in education besides tea
5,what is the white cane law?
5,should i be a neurosurgeon
1,what is the best conspiracy website out there? illuminati
2,where can i find places to download music videos for free? it seems like torrent sites hardly have any music videos
1,what was the relationship between the indians and the ravens? native americans and the ravens.
1,what is nintendo ds wifi??
1,how many steps on the great pyramid in eygpt?
2,i want to know about the hardware components on a pc.and the purpose of different ports in a system????
2,how do i learn flash mx?
2,where do i find a great christmas screensaver?
1,what kind of people is you?
1,golden gate bridge begins and ends where?
1,how do i know if my chanel handbag is authentic? black
3,does joni mitchell have a christmas album?
3,i want to convert the audio song cassete into  mp 3 songs
3,where can i buy the movie the night that panicked america?
1,who started telling people about  santa? is he part of history.
2,why dont my offline messages from the new yahoo work?
1,where to buy funky jewelry for a 16-year-old? i'd like to buy several pieces
3,i am 14 years old can i love some one 20 years old without asking my parents? i need some answers from my friends and another people...!!!!please...!!!
1,where did somethings rotten in denmark come from?
3,where can i find free mpg downloads of the dance cha cha?
4,how to enhance sexual desire in females?
2,what is the simple/short script to send email from windows os? i'm looking after a short script i can install and it will provide the basic email functions (e.g.sendmail on linux).
7,in a five gallon bucket full of quarters
1,will my breast grow further if i let them press by my boy friend?
1,is there realy a god?
4,i need some signals i can give that i'm single? i just got out of a 2 year relationship
5,did you have a bully in hs or you were the bully?
1,how can i get a copy of a certain days of our lives episode? the one of brady and chloe singing in the gazebo. they sang sixteen going on seventeen  it aired back in 2001 i believe.  i haven't been able to find out anything so if anyone knows anything about how to go about getting a copy of this let me know.
5,how do you find out if
1,if tarot cards
1,where can i sell old books online? i have run across some old (early 1900's) books while going through my parents house.  is there a place on line where i can get the books valued and possibly sold online?
4,does anyone wish they could just stay at home/not work
7,what is chaos theory? explain in your own words? your own words only! i can search google if i want to. i need someone to make me understand what i chaos theory all about?
1,what is the meaning of carole?
6,how to grow very hairy pits?
1,what if a really  hot guy asks you out but he is kind of a bad boy.?
4,i really like one of my friends and everyone says they think he likes me too but im not sure what should i do?
2,is there a linksys or d-link consumer router that allows the use of a real dmz to isolate computers? i am looking for a router that can be used to isolate certain computers through the use of a separate subnet (aka a true dmz). i know that linksys routers offer a dmz option where a single computer can be exposed to all ports
5,is it possible to explain logic to someone? how do you do it
6,is it normal to stand up or to sit down when wiping oneself?
5,why is the prevalence of autism increasing so fast and why are there so many hucksters preying on parents?
3,why are celebrities lives so facinating? cant imagine careing about someone i have never met. i cannot even figure out how there are magizines devoted to this
4,what do women want?
3,who is iraj and ranindu? i heard them as two artists any info ?
5,can anyone give me a brief biography of any god or goddess?
3,where did barney rubble work?  (it's not at the quarry with fred
2,do you start your e-mail reply above the quoted text or below? i've noticed that gmail and outlook (with the way they handle automatic signatures) assume the reply will start below the quoted text
1,have you ever seen a ghost?
7,what is the deepest trough in the world?
2,should i buy an amd 3700+ or wait till the price of dual core processors goes down?
1,does any one here live in anchorage alaska??
3,why did the chicken cross the street?
4,my close friend hates my bf
7,what are the names of the 25 stars that make up the constellation pisces? i need to know for this science project i'm doind. and it's due tomarrow.
2,can postfix mailserver use active directory autentification?
1,y do people get addicted to drugs.. after having it just for once?
1,does baby talk during pregnancy?
5,where can i can find creation myths of every country? on what site? pls help? pls help
5,does anyone know any good spanish websites that is free ? i have taken a year of spanish one and am in spanish 2 now
2,whats the best online role-playing computer game?
3,where is singer-songwriter elliott smith buried?
1,my question got removed but i still want to know
1,what do the letters sos stand for?
2,ssh tunneling and port forwarding? how do i forward a port on my pc
7,treatment of idiopathic senile peripheral neuropathy (burning sensations of feet)? 83yr female nondiabetic presnets with parasthesiasof feet due to idiopathic senile peripheral neuropathy
6,how long does a va claim take to process
6,i need a good diet plan ..please help? i'm about 25 lbs over weight &#xa;i want to be atleast a size 7 or 8
3,what canadian did cintra wilson call the mutant child of barbra streisand?
6,how do you get diagnosed with aids or hiv?
2,what does web 2.0 mean?
1,does anyone know who the american cartoonist is that the traditional image of santa claus was contributed to??
2,i want build a site to value information
1,when is the best time to go poop?
1,the combination of histones and dna forms a nuceoprotein called _______?
1,with one year left on my lease for my retail store
2,any one know where you can see online tv? hey people do you know where you can see online free live tv that actually works? thx
2,i received email from administrator@yahoo.com that they will suspend my account. i do not understand why.? and the email's attachment with virus. i wonder if the email is really from yahoo or not.
5,where can i go look for happinest?
1,from where should i get daily energy to acomplish my goals?
7,how to solve magic cube ? could please tell me the logic of solving a magic cube with six faces having six different colours suffeled in disorder (i mean the real solid cube.)&#xa;&#xa;thanks &#xa;barbie n
7,what is pi? what is pi to the hundred decimal
2,what do you prefer: y! messenger or skype? why?
4,how to find whether my girl is virgin or not???
7,how do you prove the existence of god using acceptable scientific methods?
1,how old is yahoo .com? how old am i
1,what's a good way for a college student to get started in the stock market?
7,hey
7,in reference to the saying what goes up must come down; as the universe expands must'nt it also collapse?
6,what causes a newborn to get red spots that look like pimples on his/her face?
1,i'm a writer and i need ideas for my story. i want you to help me decide. it has to be a fantasy; need ideas!
5,explain what features of afranchise reduc the risk of business failure? i just need to know to night if possible.
3,who is more beautiful aishwarya or sushmita?
1,please help!  i accidentally spilled popcorn butter on my leather hospital shoe...? it has dark spots now and i don't know how i could get it off... if i can't
2,how convert the contents in the textarea to html? in the asp.net how retain the style of the contents in the textarea and store to the database.when i use it i can restore the style.
5,has anyone here know someone who went to quimby oak middle school in san jose
2,how do you use myspace at school if its blocked?
6,how can i break my habit of sneaking chocolates and sweets? whenever i find a stash
3,is rocky coming out? i heard sly never finshed the movie?
3,what do u think of r.o.d. (read or die) the tv anime series? you can check out www.rodthetv.com
2,what is xbrite technology?
2,what jobs are out there for a major in applied science and technology with applied technology? i will be graduating in the summer from college and would like to know what kind of jobs that i will be eligible for with an aas and applied technology degree.
1,my question is the impact of computer on building / construction industries? just the essence of computer on the topic above
1,how do i become a day trader?
4,how can i know if a girl likes me or not? do i ask her would she like to be my girlfriend? i have somebody i like
2,between the two do you prefer y! answers or groups?
1,datsun parts gtx 1973 1974 1975 1976 1977? any one inside europe know where to find datsun parts gtx 1973-1977
1,what kind of process was used to change michael jackson's skin color? how much did it costs? is this procedure available to general public? are there any side affects or dangers on future health?
5,know an easy way to remember when to use affect and effect?
3,answer this riddle? two legs i have
4,i want to buy a present to my boy friend? he is 20 years old&amp; i 17
7,farienheight to celsius? how do you convert them???
2,how can i prevent frequent windows 98 crashing
1,why does the bible begin with adam and eve but yet makes no mention of dinoseours or cave men.?
1,were is yahoo inc?
7,5 (1) 2 (2) 5 (3) 10=20 .can you answer this easy question?
3,does anyone know of any free downloading sites for music that can be burnt on to cd's? i've heard limewire. thats not free anymore.. um kazaa messes up my computer. ares works
1,in your opinion
3,why is lindsay lohan anorexic?
6,why do people come to the emergency room expecting immediate service and instant relief? half the people that come to my er have non-emergent complaints and the half that do
7,if you waste five minutes of your life
4,why do people lie?
3,what do they use in movies to show people snorting cocaine?
4,is it wrong for an older man(over 30) to have a relationship with a younger girl (under 20)?
3,what are some celebrity hangouts in london?
2,how can i make an operating systeam of computer like window etc.??
4,if you could sleep with one person would it be someone you know? or someone famous?
1,in a job search
1,who likes what pop? what kinda soda pop you all like?
1,prayer and christianity? if god has a plan for all of us
1,can you help me find a descent job for a 19 year old girl? im looking for a job
2,computer question
1,i got hurt on the job at a home of a client we were forced to do the work or loose the contract can i sue ? the home owner stated that he would go to our competitor if we didnt do the job as he wanted. i need to know if i can sue the homeowner for this
4,how much should i spend on a first date?
2,simple dos  graphics using c? hi
3,what is your favorite john cusak film?
2,how do i get people to subscibe to my blog?
4,how do i impress a girl i like? we go to the same school and all she is two grades ahead of me and i like her adn she likes me but she says she dont know that good yet i just dont kwno what to do to win her over?
6,am i fat if i only weigh 148 and im 5'3?
3,anyone know aeon flux? how is who
1,i will be 70.5 years old on may 2006.what date will i start getting distribution from my 401k and what minimum
4,what is the best way to forget about someone? i have a crush on someone but i'm afraid it's turning into a form of obsession! i can't tell her because we're friends and i think she would not want to be friends with me anymore. but i think about this person constantly. is there any way to stop thinking about someone?
7,what is the difference b/w potential at a point &amp; potential energy?
3,which star trek series is your favorite &amp; why?
4,what is meaning of about a women  full figures women ? pls send me detailed reply.
2,i want a website free of cost? i tried many. but they are not free. they ask payments.
1,i am trying to find a good friend who is currently incarcerated within the california department of correction i know his full name and cdc# but can not seem to find a site that will allow me to locxate him online
7,is there anything that can make us live forever?
4,do you really believe that there's the special someone for everyone?
2,why i cant enter this page www.maktoobna.com?
4,do some families enjoy incest?
1,what is a better way to go roth ira or conventional ira? i also don't quite understand what is best agressive
3,who believes that 2pac is alive?
3,what's your favorite pop singer? (male and female or band)
1,give me the meaning of arabic name nihaya? get to me the meaning
4,if your boy-friend doesnt asks you to go anywhere with him what does that mean? most of the time his family will be their
4,is it true that there is a higher risk of catching aids true oral sex that regular sex?
1,where is the best place online to find business partners for an it startup? i am currently looking for great technical partners for a new internet and it startup.  i already know about gobignetwork.com
1,how long does midlife crisis last? my ex started acting out before we got divorced by doing stupid things like smoking pot all the time and getting oui's
2,how do i move a window around in os x using only the keyboard?
4,what would be the correct way to ask a lady if she wants to go for a ride on my harley?
5,in essay writing...what is drafting means?
4,what does a 10-year old girl think about kissing a boy?
3,what's spiderman 3 suppose to be about.?
1,how can i buy land in west africa? i want to build a vaction home in west africa (in cote d'ivore near abidjan ideally)how can i find a reliable agent? or source
1,what are the hours of the stock market?
2,how do i get free anti virus software without any registration? i got one virus or worm from one of those mp3 downloader
6,do you ever pick your nose?
6,what is the best diet for a teenager.?
1,is it ok to tattoo my 14 month old son? i'd pick something really cool
1,my last name is small and i want to change it. what would be a cool last name?
7,what really provoke cancer beside smoking?
5,what are requirements or eligiblity for charted accounted studies? sir
3,when harry poter will be shown at emirates cinema's?
2,how can i find out what version of yahoo i am using?
1,how do u know if u really love someone or not?
6,how can i ensure that a part of my body gets suffecient blood?
3,what can run but can't walk?
1,what is blue ocean strategy?
1,cant find my sound system on my pc? cant find mt sound system on my pc icon om bottom of my screen disappeared
2,how do i find out how many readers.visitors the blogging baby blog gets?
6,what are these rashes? i've gotten these rashes on my lag and i been itching them alot
1,how do i i deal with a third party collection agency? i can only pay installments on an account.?
2,how to fool an ip address tracer into believeing another ip? how to change ip address from original to another
1,what is sex?
1,what is the profit in going to the level 2?
5,are there any words in the english language that start with q and are not followed by a u?
1,is everyone going to drive sober on christmas? remember
5,what are the african islands?
1,why there are no french cars in the usa?
2,how does google work
1,what are some 7 letter words for untidy?
2,how do i stop my websites hit counter from counting my visits? regularly i visit my website to see what the counter is at.  how do i stop it from counting up when i visit?  i know there is a way to do this
1,is there a santa claus? what was the baltimore sun's response to virginia's quiry?
4,how come i can never get a good and respecting girlfriend? i try to talk to women but i am not able to i have a hard time talking to them.
1,how bad is it to owe a bank?
1,how can i do survey what customer thinking to my fine dining? my customer is business class or high class people
4,how many times do you think that you can fall in love??
2,why booting is necessary?
3,is there going to be a new apple ipod?
1,why people waste time to give anwers her?
2,i need a job as a compute litrate?
2,i installed 64mb ram in ibm thinkpad it only reconized 40mb can anyone help with this? self diagnostic test shows 64mb ram but system mech
3,is it's a wonderful life on tv over the next few days before christmas?
1,search for someone? i am trying to look for someone located in sunnyvale
1,where can i find the fre toll free number kids can call to santa claus?
1,i need santa's address.? my kids want to send a wish list to santa. where do i mail it to?
1,is 'dow' pronounced dough or daa-wuh?
7,dissolving iron metal in hcl solution? i'm stuck on this one problem!  help please!&#xa;&#xa;metallic iron dissolves in solutions of hydrochloric acid
4,is interracial dating a real thing and does it really end up working out in the end? seriously
1,who is smarter? men or women?
6,is kissing a person who is taking penicillin dangerous to someone who is allergic?
5,where can i find the most breif summary of the tale of two cities by charles dickens? i have a report due in about a week and that book is soooo hard to understand what's going on and it's worth a lot of my grade but i cant get myself to know what's happening in the story. it's all old english basically!
1,is cliffnotes.com helpful and give most of a books details? is cliffnotes.com helpful? does it give you pretty much the whole book details?
7,from 80
3,what is nelly's real name?
1,how do i tell a colleague at work that she smells without really upsetting her?
1,what do you do if your friend went up to another friend and stated everything she hated about her? then she goes and tells everyone it was you who gave her the idea which isn't true? all your friends know it is not true and that it was the other person. even though you know it doesn't matter your friends know what is true and not true you still feel awful? what do i do to feel better?????
3,which music bands/groups have seperated? for example
1,how many fingers has the person with the most fingers had? like 25
6,hi fellas
2,where can i download messenger without voice?
1,are you at work on yahoo answers
6,do they make a generic durg for asacol and tricor?
4,how to let go someone you love? he said he loves me but he never want to hangout with me but yet he call me now and then just to say he does love me.
5,what is the highest temperature ever measured? what is the highest temperature ever measured?
7,germination? hi my name is whitney boyer.i am in 6th grade.i am doing a science fair project.my big question is how does temperature affect the germination of a plants growth?
2,what is raid 0 1 5 have to do with backup drives.?
6,never give ---- to an unconscious person.?
1,which one is better electric stove or a gas stove? im buying a new stove just wanted to know which one is better and why?
3,best bond? who was the best bond? why?&#xa;&#xa;sean connery?&#xa;george lazenby?&#xa;roger moore?&#xa;timothy dalton?&#xa;pierce brosnan?
3,what was the brady bunch's phone number?
6,does guaifenesin therapy work for ibs? if so
4,how many people here belive in love or u think its just fun?
3,how many instruments would be considered to much for someone to practice?
5,what is the distance between miami and orlando
2,i have a lynks wireless router and got a signal but speed drops from 54mps to 24 to 1 back 24mps whats wrong? i have cable connetion with my wirelss router and the signal for the router is there and im connected for a little while and the signal strength says 54mps few seconds later it drops to 24 sometimes 1mps. sometimes the router just doesnt show up. ive run ad_aware and spy bot and whats been found has been deleted.i cant thinfk of what else i can do? please help i was barely  able to stay connected long enough to write this!
7,what is the slope of a line that contains the points a(2
6,when can we expect a cure for alzheimers?
5,why do birds fly south for the winter? hint: it's not because they're cold
4,where's the best place to get married in the bay area? we are looking for a site that 1) is outside and beautiful 2) has a view of water (could be the ocean
6,is there a risk of using face creams with retinol in pregnancy?
1,why do i usually see a picture of a snake in pharmacies' logos?
7,what is it called when an individual gains instant energy through adrenalin-rush during an emergency?
1,i want to see all the company director and there e-maill address in saudi arabia? i want to know them
1,what is the best way to sell an ebook?
6,how long does ringworm last?
7,please find for me the force acted upon by an infinite conducting plane on a dipole.? a point dipole with dipole moment p is located at a distance l from an infinite conducting plane.find the modulus of the vector of electric interaction force acting on the dipole if the dipole moment vector is perpendicular to the plane.please help me here along with the concepts applied here.
5,the khmer civilization lasted from ad600-1432. what modern-day nation encompasses its territory? the khmer civilization lasted from ad600-1432. what modern-day nation encompasses its territory
2,will the flock web browser be usefull? wondering if anyone thinks flock will be a usefull browser
2,what is a thermocouple?
1,who is the main character in the book wolf rider?
6,what is the best way to get rid of heart burn?
1,hey
3,what is the joke of the year for you? would you share it with us?
3,roseanne fans please answer? hi. i just watched what i believe was the last episode of roseanne &amp; it got me rather confused.&#xa;the final episode treats the last few seasons of the show as filler for roseanne's book. jackie was gay - their mother was not; becky was with david and darlene was with mark
6,what is your fear? i am afraid of vomiting in front of people.
1,why cant i cannot get yahoo im on my pc?? i had the yahoo i/m on my pc at one time
1,who are the condensor manufacturers in gujarat?
1,i want to ask my parents to borrow some money. what's the best way to go about it?
1,reverse 866 phone number lookup? how can i find out
1,this guy broke up with me because he said he wasnt over this girl but now he says he is should i ask him out? he is very sweet and he still tells me he loves me but i dont know if i should go back out with him its sounds like a good idea
2,how do i delete yahoo toolbar history/? none
3,if crystal
1,why r men dogs?
3,did anyone see the movie blue striek? i saw it and i love it!!! i just wanted to c who saw it and wut you think of it.
3,what is the best way to make a home recoring studio?
1,why can't women just see things our way and like it??????
4,what do you do when your absolute best friend in the world of 3 years entices your biggest crush ever??!!? we have been best friends for about three years. we found out that we both have crushes on the same guy. well
1,i want to start piercing in kansas and i was wanting to know how to go about getting my licence for piercing?
1,what are some of the advantages of participating in a regular exercise  program?
3,what is the song with the lyrics
1,do men wear tights?
2,how can i access the desktop on the other pc in my network? i can access all the folders but the desktop.?
3,music html? hi...i was wondering if anyone knew of a good site that allows you to get the html address for mp3's??. i know you can download music offline
2,a game to my cell phone for free. possible or not ? is it possible to send myself a game over the e-mail to my cell phone? i think the games are in .jar format. i know one way is to buy them
1,my husband as a checking account i forged is name for years to checks can i get in trouble for this?
3,what is your favorite south park episode? while you're at it
3,are you going to get sirius satellite radio to listen to howard stern?
6,what is the best way to get rid of hemmoroids?
4,how do you catch a grrr if you don't have alot of time to do so??? my job gives me alot of exposure to pretty grrrs
1,can the sex of a planned birth be selected today using modern medicine techniques?
7,two numbers with a sum of -4 and a difference of 10.? a. 8
6,head cold remedy? i've got a bad head cold.i've taken my pill i taken a thera flu strip.eaten chicken noodle soup.nothing seems to be helping me plz help me i'm misrable.how can i make this go away
4,when you are trying to ask somebody out
